unit_id,treated,covariate_age,covariate_curation,pscore
u150,0,4.0483601771095215,2.7465115086025738,0.4414123047694745
u152,0,2.6140932839556372,2.2964481375889494,0.4873338725871605
u154,0,2.141763306847728,1.9005322760841634,0.5087400042098696
u156,0,1.535688028741731,1.3410494929612808,0.5374306369818954
u161,0,4.739816546537205,0.9016759019632142,0.47050569950756255
u163,0,1.6059310984583182,2.470142607550311,0.5075339432367177
u164,0,3.6532066112076724,0.8292648332733031,0.4987439168481848
u165,0,0.9288797203296953,0.6262756480886428,0.5697077657797467
u167,0,4.408250728827845,2.1328068685265937,0.44792571568539963
u170,0,3.2341525248359555,2.8850940750245817,0.45760297165339464
u171,0,3.4641779394872683,1.1299905021436767,0.4958213935522285
u173,0,3.850174429844912,0.6101033195814,0.499432045074973
u174,0,0.5000592585029338,0.36643752519606665,0.5862388272193582
u177,0,2.2842673102611366,2.7207061883300914,0.48475045514450266
u179,0,4.636261791850878,0.6804743754920641,0.4785419125474952
u180,0,2.303019004353374,2.4903055695438914,0.490056226203769
u181,0,1.8412156692533623,2.971813835250686,0.48925225926323956
u183,0,4.259871065601289,1.389398809656498,0.46998948515401573
u184,0,1.8190534105630551,0.841421952556198,0.5429972850619448
u185,0,1.704248859479797,0.2930528557407093,0.5593414326524263
u186,0,2.1595523422832654,1.0278043777124581,0.5301114080327263
u188,0,4.8409710422035985,1.1193019062352048,0.46263184685243935
u194,0,1.8145687603466516,1.1433445409262488,0.5355969584220815
u195,0,3.6056983520811356,1.7209274795135567,0.47760177603866716
u196,0,1.8765675001090225,0.9596313153194328,0.5386676259255098
u199,0,4.298740878831039,2.5566389375730556,0.44008569475112774
u201,0,3.662209588969659,2.272255709995762,0.4624841980106297
u204,0,4.487207200001945,1.6479601366164094,0.4580457652506916
u207,0,3.6760414818737743,0.490965261632805,0.506653473311302
u210,0,3.024913935763133,0.9531539812292636,0.510941578942587
u219,0,4.034482522824506,1.7889285956779635,0.4654984862166495
u221,0,0.8129096037927236,2.0756278452554855,0.5366525824127409
u224,0,2.287491815862019,2.0436589400852894,0.5016104341145808
u225,0,2.7210365669702976,1.2916039069748169,0.5098720865529944
u228,0,4.070110221225351,2.6337913592605764,0.44367324535979236
u230,0,2.1597916668934323,2.301603729882956,0.4982649973616945
u231,0,4.419717990433723,1.1270401812895405,0.47265377456473423
u233,0,1.258413400589404,1.6342825574717457,0.536847663501844
u235,0,3.0029588011365904,1.8622980162366327,0.48872836979283263
u240,0,4.961568880286643,2.616444499188589,0.4227818786589607
u241,0,3.3093042658398084,2.573576123968635,0.46353154584924716
u243,0,3.64073445355215,1.690412389206058,0.4775124267561534
u245,0,1.7608727811694005,2.7145687503539095,0.4976446842495352
u248,0,0.9665475008865202,0.9754159698202417,0.5602164840002559
u249,0,3.8198016523947254,1.7613499870673335,0.47139277152896314
u250,0,4.006037486690827,2.1619312494141036,0.4569089445756596
u251,0,2.1398923371288743,2.6635773012029307,0.4896925683493587
u253,0,2.986154739320966,2.8191911576364324,0.46524536327507937
u254,0,2.5595361885843784,1.3614698903215545,0.5120553720246793
u255,0,2.048451812115236,1.5276578759043071,0.5203331865593069
u257,0,0.6101123427106964,1.3975938702753594,0.558357581986072
u258,0,1.3795275056338967,0.7434958685788012,0.5560212033093996
u260,0,1.0569569036863267,2.851961228457607,0.5113457327126879
u261,0,4.906073478592588,1.7300363865111235,0.4459055123865446
u264,0,1.7088808760016134,1.7982455137885294,0.5218280197037414
u266,0,4.467767936043472,2.312852469926394,0.4420428857936825
u268,0,2.0997850254820913,0.3431767728884206,0.5485824784985261
u274,0,3.2505266748208927,0.9124601752948672,0.5064673656015543
u276,0,1.5750277007507092,1.6525505161115996,0.5287158156675396
u278,0,4.513727327541134,1.6023898140465602,0.4585369291988486
u279,0,1.7435264960131167,1.3667915571440121,0.5317526642646735
u280,0,2.642909875551049,0.47156349549558657,0.5322526802533298
u281,0,1.248066551562299,1.0961324225628357,0.5504614787126282
u282,0,3.668052646915292,0.6204771719318372,0.5036072819727634
u284,0,2.7950453790992666,2.228410818847248,0.48463222704925224
u286,0,1.09828611009277,2.7443891834713052,0.5130303194117861
u288,0,3.6047200594148996,2.490164455400517,0.4584562935154797
u289,0,4.7740230771133545,2.509933101745393,0.4298571500908758
u290,0,1.1535080168496297,2.257260854490433,0.5238608849195183
u291,0,1.9090706757473692,1.6600126472340582,0.5204149629929034
u293,0,1.4016182179126786,1.6139023010491196,0.5338853600882254
u296,0,3.0423463287016057,0.2795529070152774,0.527348496965844
u297,0,0.5760088404592844,2.8552847651165014,0.522960073994076
u298,0,1.4538508636077232,1.8508220357766272,0.5267110307253494
u299,0,2.8834763524544487,2.5736089387662675,0.4738591812975873
u0,1,3.9828022185018335,1.4288596313057467,0.4757319326482246
u1,1,1.1290864915744585,0.5206842059007257,0.5675169608054534
u2,1,3.913337884258446,2.2144962766626226,0.4578440080257005
u4,1,4.119624120258367,1.5086684843548164,0.4704184095739682
u5,1,4.109116461231169,2.382537114159721,0.44894948060465306
u6,1,2.851842989809053,2.3389854920184456,0.48048705083519216
u8,1,1.7513399560156582,1.0531728905303273,0.5393718718544919
u11,1,4.337515083343606,1.1744879855466404,0.47346576985656247
u12,1,0.9585237079154519,2.0281819543791957,0.5343059079887545
u14,1,3.5492934361990724,2.232154977203215,0.4662182883185917
u17,1,3.4697808550817544,1.8791469988047733,0.4769534158860445
u18,1,4.4379842599513015,1.9086368444130881,0.45276333521211554
u19,1,3.437090306911649,2.9777176154785536,0.45040481088490464
u20,1,4.956748058122172,0.5841915218137146,0.47315978007411075
u22,1,1.6584006305541716,2.515011669386485,0.5051337734267282
u24,1,3.6717724536943153,1.5522274905209947,0.480209876986054
u25,1,2.6882627570176183,1.5382504260715266,0.5044989578798401
u26,1,4.019950378705077,2.2943723610668516,0.453285262643039
u30,1,4.2226456801583145,1.824672606880241,0.46005237260260384
u35,1,0.7327467124987598,2.8471664028318555,0.5193529477137288
u38,1,4.443202548616098,0.5821175513246306,0.4856952762119934
u39,1,1.8843281844085868,1.0375504036662624,0.5365408046109944
u41,1,4.693749661534982,2.1093085341878064,0.44163919321418516
u42,1,3.170553226654881,1.8558153073047874,0.48481221763403076
u44,1,1.2469681016916228,1.4630524502509379,0.5413834749531178
u49,1,0.5044549726687375,0.6532342097604741,0.579154036966149
u50,1,0.8864879424690778,0.8849559717252803,0.5643644009891704
u51,1,2.627992319693749,2.0343188959893412,0.49355289377942546
u53,1,3.7002325918737076,2.0380564105853094,0.46739486407262365
u56,1,3.328144835922132,1.3789537563879934,0.4929040066003731
u57,1,2.763478639569208,2.081285240143377,0.4890796597269999
u58,1,2.8554073153020165,2.7401526453425147,0.4703857571011584
u59,1,4.053011918002951,0.21880419565747836,0.5042849128311684
u60,1,3.9441943507744734,1.6584000443755897,0.4709414917145473
u61,1,1.6550415146397544,2.286787282032802,0.5109253723120771
u62,1,1.4749049100395122,2.452728817690251,0.5111591053090095
u64,1,3.880904650714143,1.5008872441405017,0.476409214087008
u66,1,2.6016905755995556,1.2377591322157717,0.5141233208690683
u69,1,1.5867032286416314,0.9422164080099212,0.5461080135871952
u70,1,4.58336833967153,0.46735355348580904,0.48515450388116177
u71,1,3.374400000957969,0.896863238814061,0.503841486981514
u74,1,3.058460847724063,0.8560276822733862,0.5125543789683772
u79,1,0.7386456725234802,1.153018578791244,0.5613053359600932
u80,1,2.862096709797112,2.372032279262378,0.4794120888036662
u81,1,0.7934705145479134,2.809917655439281,0.5188071954062553
u82,1,1.5636809093404305,1.6016992026986365,0.5302593006017935
u83,1,2.836912583370613,1.7523748728487394,0.49552087324940786
u86,1,4.911100813741763,0.8314656831926376,0.46810082754511984
u87,1,1.7963693282103843,1.6279690026332208,0.5239542925161889
u90,1,2.20269206662417,0.759225791658892,0.5357574638654727
u92,1,1.405420241566428,1.27578240897258,0.5422056381612618
u95,1,3.545323832702359,2.5819337694548383,0.45761211517975947
u97,1,4.350224572686252,2.2985373615432505,0.44522251917492045
u99,1,0.8361190401491835,2.101228078874655,0.535453021045023
u101,1,4.177724986752251,2.656868161308275,0.4405180839768049
u103,1,1.6977281826380521,1.6059718081769672,0.5268991753626636
u108,1,3.771727916758721,1.5855759724524388,0.4769472877750097
u110,1,4.348902505434808,0.8986634115228291,0.4800766368624856
u112,1,1.3012173286589948,1.5412516804789826,0.538126218219952
u115,1,1.5950986426412468,0.32312067102424674,0.5612192340521059
u116,1,1.0557781580267387,2.913442837276989,0.5098365263640467
u119,1,4.08601282478355,2.5472729059001833,0.4454292697600468
u121,1,2.8910693897125337,2.4582930934093743,0.47655343391001836
u126,1,2.819139569732243,1.7178321754141022,0.4968180304692245
u127,1,3.0759392401155146,0.3075674201533248,0.525833694126264
u130,1,4.771544594559621,1.8033412405169489,0.44733056959835504
u131,1,3.1286281119913033,1.0897600391106084,0.5049989887801682
u132,1,4.3192972579625035,1.3885629489510287,0.46856868097503923
u135,1,2.4816956071315417,0.2133043258949456,0.5425828881083792
u136,1,4.762136600672988,2.0651678189563194,0.44108622152931504
u141,1,2.2700479658014205,1.6117077054239177,0.5128420576668272
u145,1,4.679179676993469,0.6558709432943629,0.47811331738466156
u147,1,3.366968329800374,0.5018787660851769,0.5139035101992594
u149,1,2.954206744573583,2.2235440967266835,0.4808827090094068
u151,0,2.6284058832743034,0.45292871247865923,0.5330687137062118
u153,0,3.1859985010798773,2.2960261367104704,0.47344009486520977
u155,0,1.9138705522514456,1.6565472141738482,0.5203848529521818
u157,0,4.916279236557516,2.979889707709991,0.4149999532452363
u158,0,0.7025242432914994,2.596892462176627,0.5263373319722918
u159,0,3.4550629508888444,2.5191721259743436,0.4613559463388411
u160,0,2.9878255067468014,0.7912953760359666,0.5158916665756984
u162,0,3.7537726868361907,0.4050808533662309,0.5069098417252877
u166,0,3.4916034448172653,2.703851233039704,0.45588231408490376
u168,0,2.4058858770226332,0.2015989579288822,0.5447055838955801
u169,0,3.4903055306722215,0.2939824957299954,0.5161007459114317
u172,0,3.969648484940187,2.8224147050598196,0.44142931040471756
u175,0,2.6110939891258225,0.3296947432686293,0.5365572264483879
u176,0,4.682960863575232,1.0683360568496683,0.46773014481236025
u178,0,2.871916013610938,0.688577437667422,0.5212772495876976
u182,0,4.935478585499474,2.649490749941701,0.4225948054403855
u187,0,1.7245323528739165,0.6228716985680655,0.5506998784259041
u189,0,1.2052440116821186,1.4111946463984189,0.5436805169178588
u190,0,4.576385100091733,2.6536915880145844,0.43104880327516765
u191,0,1.201756833799312,0.4563642131692787,0.567359872185521
u192,0,1.416967690740902,0.3750569785415049,0.564209438711645
u193,0,4.804287669638244,1.356573122408893,0.4576195036441451
u197,0,2.4893825451659444,1.86084576158317,0.501269064147451
u198,0,1.441493004668086,2.93966944651643,0.4997888008401767
u200,0,2.359148099845029,2.728010904546729,0.48274632873902673
u202,0,4.979201079443557,2.5447087714555776,0.4241156949633539
u203,0,3.6446507959483454,2.249848938051784,0.4634670922311096
u205,0,2.89326491004896,2.222742951749385,0.482384741907277
u206,0,2.2561653608978562,1.2844166818407066,0.5213604537388491
u208,0,4.390070867766661,1.592799371559028,0.4617674696791663
u209,0,1.2926644915120755,0.9794337852345815,0.5522765010634365
u211,0,3.8889820606736696,1.197610371293882,0.483790233984126
u212,0,3.2257808260959204,2.4681998307533677,0.4681806983773528
u213,0,0.7096442408074954,2.171914135323399,0.5367570822172066
u214,0,4.730599554322827,1.1810545747737837,0.46376797846935175
u215,0,4.001286412241946,2.352390597462947,0.45229672973151647
u216,0,3.0776648543197145,2.942372423938778,0.4599640941067346
u217,0,3.717919360334719,2.6716802533404413,0.45121695653433425
u218,0,0.7206273436371092,1.7639478180881236,0.5466296019429989
u220,0,4.272256742274216,0.9940452000373489,0.4795569637783151
u222,0,4.690776983222228,1.9403275703860394,0.4458859231748366
u223,0,2.255595658990306,1.6997898590954428,0.5109907720988409
u226,0,1.8545752083104825,1.9437527349402768,0.5146485128723213
u227,0,1.6715691642822288,1.463028521106526,0.5310991643977835
u229,0,3.3427447497404024,1.236107475596706,0.49612283597385937
u232,0,1.8767268777785835,2.700011877778607,0.49518790275725055
u234,0,4.439099095058652,2.607199799966405,0.43547504579126634
u236,0,2.5087579932644135,1.432678906790445,0.5115101723116245
u237,0,3.503228382323423,1.6390032786954747,0.48213982629556823
u238,0,4.132662866748661,2.1644670673824398,0.4537870971630184
u239,0,4.382913509947983,2.481667339045846,0.43991465682999104
u242,0,4.792413442639331,1.3853543788436142,0.4571915290270015
u244,0,2.2384025908896237,1.1572739166200559,0.5249669997603054
u246,0,3.2460785688557148,2.039913132688536,0.4783748174392203
u247,0,1.9139739351731844,1.0439913580277218,0.535662309169517
u252,0,4.4195297157366085,0.23390600812723758,0.4949820651770572
u256,0,4.508908687567584,0.46213993774974144,0.48709666799101076
u259,0,2.7550692891211246,1.7176827169963487,0.49838192983635526
u262,0,1.7048251271392079,1.0194007417315338,0.5413368380614381
u263,0,2.0573139536954734,1.2013774626229592,0.5282636691853347
u265,0,3.883335991979903,1.6237933206877402,0.4732822044345411
u267,0,1.2231067456280635,1.4272890416689987,0.542849043017519
u269,0,3.448479182391793,1.9470577493583578,0.4757752994670517
u270,0,2.2778407565874867,2.7630673995950277,0.4838477441368903
u271,0,4.201729237532968,2.1184601606409066,0.45326115470779704
u272,0,1.6797773891762338,0.6311347013368566,0.5515737010925945
u273,0,3.3530291608028997,1.500952867825507,0.4892461713594633
u275,0,3.3072452481083308,0.5944965729742488,0.5130406953634771
u277,0,3.5764215725540534,0.34129066271331515,0.512822566469479
u283,0,0.5680386894900662,0.6429446346442206,0.5778950263577052
u285,0,0.9627581821404864,2.8580429963427956,0.5134860754543336
u287,0,0.9849131685708118,2.6437079069960023,0.5183054351984858
u292,0,4.9810024326693405,1.6247052778513658,0.4467074676919066
u294,0,3.4352661933092388,0.5499441121819936,0.5110393129503439
u295,0,1.4885538403064513,2.5523604613202133,0.5083345161240126
