source,event_type,entity_id,entity_address,timestamp,vp,space_id
snapshot,vote,v1_0x0005,0x0005,2024-01-13T00:00:00.000000,3.8036474434008336,space_a
snapshot,vote,v1_0x0006,0x0006,2024-01-13T00:00:00.000000,13.304044373456831,space_a
snapshot,vote,v1_0x0007,0x0007,2024-01-13T00:00:00.000000,67.3918170546694,space_a
snapshot,vote,v1_0x0008,0x0008,2024-01-13T00:00:00.000000,65.07176164585076,space_a
snapshot,vote,v1_0x0009,0x0009,2024-01-13T00:00:00.000000,61.923126036644135,space_a
snapshot,vote,v1_0x000a,0x000a,2024-01-13T00:00:00.000000,38.98407787192646,space_a
snapshot,vote,v1_0x000b,0x000b,2024-01-13T00:00:00.000000,99.7237836431319,space_a
snapshot,vote,v1_0x000c,0x000c,2024-01-13T00:00:00.000000,98.10269853884678,space_a
snapshot,vote,v1_0x000d,0x000d,2024-01-13T00:00:00.000000,68.86865646358878,space_a
snapshot,vote,v1_0x000e,0x000e,2024-01-13T00:00:00.000000,65.39546835051381,space_a
snapshot,proposal,p1,0x0000,2024-01-13T00:00:00.000000,,space_a
snapshot,vote,v2_0x0000,0x0000,2024-01-20T00:00:00.000000,69.15622632652307,space_a
snapshot,vote,v2_0x0001,0x0001,2024-01-20T00:00:00.000000,39.50322097393128,space_a
snapshot,vote,v2_0x0002,0x0002,2024-01-20T00:00:00.000000,14.37455399721871,space_a
snapshot,vote,v2_0x0003,0x0003,2024-01-20T00:00:00.000000,72.42734567921408,space_a
snapshot,vote,v2_0x0004,0x0004,2024-01-20T00:00:00.000000,53.010077925096866,space_a
snapshot,vote,v2_0x0005,0x0005,2024-01-20T00:00:00.000000,31.71394568033661,space_a
snapshot,vote,v2_0x0006,0x0006,2024-01-20T00:00:00.000000,49.09770052434712,space_a
snapshot,vote,v2_0x0007,0x0007,2024-01-20T00:00:00.000000,89.05929560055102,space_a
snapshot,vote,v2_0x0008,0x0008,2024-01-20T00:00:00.000000,93.47030807966871,space_a
snapshot,vote,v2_0x0009,0x0009,2024-01-20T00:00:00.000000,36.42172447419795,space_a
snapshot,vote,v2_0x000a,0x000a,2024-01-20T00:00:00.000000,57.58145324224633,space_a
snapshot,vote,v2_0x000b,0x000b,2024-01-20T00:00:00.000000,32.86506971651828,space_a
snapshot,vote,v2_0x000c,0x000c,2024-01-20T00:00:00.000000,59.835702989769985,space_a
snapshot,vote,v2_0x000d,0x000d,2024-01-20T00:00:00.000000,34.45321132520619,space_a
snapshot,vote,v2_0x000e,0x000e,2024-01-20T00:00:00.000000,39.77028105228796,space_a
snapshot,proposal,p2,0x0000,2024-01-20T00:00:00.000000,,space_a
snapshot,vote,v3_0x0000,0x0000,2024-01-27T00:00:00.000000,89.13716084847444,space_a
snapshot,vote,v3_0x0001,0x0001,2024-01-27T00:00:00.000000,23.48860175980459,space_a
snapshot,vote,v3_0x0002,0x0002,2024-01-27T00:00:00.000000,62.6955273239182,space_a
snapshot,vote,v3_0x0003,0x0003,2024-01-27T00:00:00.000000,9.317519014656098,space_a
snapshot,vote,v3_0x0004,0x0004,2024-01-27T00:00:00.000000,83.43177061768638,space_a
snapshot,vote,v3_0x0005,0x0005,2024-01-27T00:00:00.000000,78.92273244137965,space_a
snapshot,vote,v3_0x0006,0x0006,2024-01-27T00:00:00.000000,24.697574856302264,space_a
snapshot,vote,v3_0x0007,0x0007,2024-01-27T00:00:00.000000,87.77193885025967,space_a
snapshot,vote,v3_0x0008,0x0008,2024-01-27T00:00:00.000000,6.798235445714241,space_a
snapshot,vote,v3_0x0009,0x0009,2024-01-27T00:00:00.000000,34.275588994020374,space_a
snapshot,vote,v3_0x000a,0x000a,2024-01-27T00:00:00.000000,15.877667222589068,space_a
snapshot,vote,v3_0x000b,0x000b,2024-01-27T00:00:00.000000,45.58359729827941,space_a
snapshot,vote,v3_0x000c,0x000c,2024-01-27T00:00:00.000000,79.83610275844212,space_a
snapshot,vote,v3_0x000d,0x000d,2024-01-27T00:00:00.000000,23.833578690380996,space_a
snapshot,vote,v3_0x000e,0x000e,2024-01-27T00:00:00.000000,6.150108805376552,space_a
snapshot,proposal,p3,0x0000,2024-01-27T00:00:00.000000,,space_a
snapshot,vote,v4_0x0000,0x0000,2024-02-03T00:00:00.000000,41.050632142331295,space_a
snapshot,vote,v4_0x0001,0x0001,2024-02-03T00:00:00.000000,20.652791406416277,space_a
snapshot,vote,v4_0x0002,0x0002,2024-02-03T00:00:00.000000,9.984551516293068,space_a
snapshot,vote,v4_0x0003,0x0003,2024-02-03T00:00:00.000000,58.45290621269822,space_a
snapshot,vote,v4_0x0004,0x0004,2024-02-03T00:00:00.000000,30.57091714907334,space_a
snapshot,vote,v4_0x0005,0x0005,2024-02-03T00:00:00.000000,67.52749291767958,space_a
snapshot,vote,v4_0x0006,0x0006,2024-02-03T00:00:00.000000,20.752028952853117,space_a
snapshot,vote,v4_0x0007,0x0007,2024-02-03T00:00:00.000000,94.26919794014329,space_a
snapshot,vote,v4_0x0008,0x0008,2024-02-03T00:00:00.000000,37.145906656238026,space_a
snapshot,vote,v4_0x0009,0x0009,2024-02-03T00:00:00.000000,11.444032677452723,space_a
snapshot,vote,v4_0x000a,0x000a,2024-02-03T00:00:00.000000,63.28170700243121,space_a
snapshot,vote,v4_0x000b,0x000b,2024-02-03T00:00:00.000000,92.78830075371887,space_a
snapshot,vote,v4_0x000c,0x000c,2024-02-03T00:00:00.000000,44.59733831686261,space_a
snapshot,vote,v4_0x000d,0x000d,2024-02-03T00:00:00.000000,95.50445887538298,space_a
snapshot,vote,v4_0x000e,0x000e,2024-02-03T00:00:00.000000,50.48968555507705,space_a
snapshot,proposal,p4,0x0000,2024-02-03T00:00:00.000000,,space_a
snapshot,vote,v5_0x0000,0x0000,2024-02-10T00:00:00.000000,43.09763386005848,space_a
snapshot,vote,v5_0x0001,0x0001,2024-02-10T00:00:00.000000,62.401131749522406,space_a
snapshot,vote,v5_0x0002,0x0002,2024-02-10T00:00:00.000000,99.51455401829709,space_a
snapshot,vote,v5_0x0003,0x0003,2024-02-10T00:00:00.000000,94.94542381883876,space_a
snapshot,vote,v5_0x0004,0x0004,2024-02-10T00:00:00.000000,46.54446879160051,space_a
snapshot,vote,v5_0x0005,0x0005,2024-02-10T00:00:00.000000,76.01515568552085,space_a
snapshot,vote,v5_0x0006,0x0006,2024-02-10T00:00:00.000000,50.244846853274275,space_a
snapshot,vote,v5_0x0007,0x0007,2024-02-10T00:00:00.000000,53.40190385948027,space_a
snapshot,vote,v5_0x0008,0x0008,2024-02-10T00:00:00.000000,78.79278437066694,space_a
snapshot,vote,v5_0x0009,0x0009,2024-02-10T00:00:00.000000,42.05092908621141,space_a
snapshot,vote,v5_0x000a,0x000a,2024-02-10T00:00:00.000000,73.71387360708421,space_a
snapshot,vote,v5_0x000b,0x000b,2024-02-10T00:00:00.000000,71.40314492098524,space_a
snapshot,vote,v5_0x000c,0x000c,2024-02-10T00:00:00.000000,93.27390897472445,space_a
snapshot,vote,v5_0x000d,0x000d,2024-02-10T00:00:00.000000,12.378330694809614,space_a
snapshot,vote,v5_0x000e,0x000e,2024-02-10T00:00:00.000000,73.17249659055463,space_a
snapshot,proposal,p5,0x0000,2024-02-10T00:00:00.000000,,space_a
snapshot,vote,v6_0x0000,0x0000,2024-02-17T00:00:00.000000,92.81496893383144,space_a
snapshot,vote,v6_0x0001,0x0001,2024-02-17T00:00:00.000000,96.82469280254,space_a
snapshot,vote,v6_0x0002,0x0002,2024-02-17T00:00:00.000000,2.4559241915715595,space_a
snapshot,vote,v6_0x0003,0x0003,2024-02-17T00:00:00.000000,86.500368934312,space_a
snapshot,vote,v6_0x0004,0x0004,2024-02-17T00:00:00.000000,98.13830896656809,space_a
snapshot,vote,v6_0x0005,0x0005,2024-02-17T00:00:00.000000,95.7638077814854,space_a
snapshot,vote,v6_0x0006,0x0006,2024-02-17T00:00:00.000000,15.727637211017294,space_a
snapshot,vote,v6_0x0007,0x0007,2024-02-17T00:00:00.000000,97.29025256847254,space_a
snapshot,vote,v6_0x0008,0x0008,2024-02-17T00:00:00.000000,89.10362001633155,space_a
snapshot,vote,v6_0x0009,0x0009,2024-02-17T00:00:00.000000,82.41500892676397,space_a
snapshot,vote,v6_0x000a,0x000a,2024-02-17T00:00:00.000000,48.51880445697539,space_a
snapshot,vote,v6_0x000b,0x000b,2024-02-17T00:00:00.000000,24.004919044291082,space_a
snapshot,vote,v6_0x000c,0x000c,2024-02-17T00:00:00.000000,80.38617729311248,space_a
snapshot,vote,v6_0x000d,0x000d,2024-02-17T00:00:00.000000,92.42948581856348,space_a
snapshot,vote,v6_0x000e,0x000e,2024-02-17T00:00:00.000000,27.346896956936966,space_a
snapshot,proposal,p6,0x0000,2024-02-17T00:00:00.000000,,space_a
snapshot,vote,v7_0x0000,0x0000,2024-02-24T00:00:00.000000,54.3545063545965,space_a
snapshot,vote,v7_0x0001,0x0001,2024-02-24T00:00:00.000000,44.83253006847862,space_a
snapshot,vote,v7_0x0002,0x0002,2024-02-24T00:00:00.000000,93.17071428213434,space_a
snapshot,vote,v7_0x0003,0x0003,2024-02-24T00:00:00.000000,5.010560407655029,space_a
snapshot,vote,v7_0x0004,0x0004,2024-02-24T00:00:00.000000,73.46861336999952,space_a
snapshot,vote,v7_0x0005,0x0005,2024-02-24T00:00:00.000000,61.822951447950665,space_a
snapshot,vote,v7_0x0006,0x0006,2024-02-24T00:00:00.000000,3.8081711462385845,space_a
snapshot,vote,v7_0x0007,0x0007,2024-02-24T00:00:00.000000,72.20275750984729,space_a
snapshot,vote,v7_0x0008,0x0008,2024-02-24T00:00:00.000000,2.5831812228336255,space_a
snapshot,vote,v7_0x0009,0x0009,2024-02-24T00:00:00.000000,76.03714923328639,space_a
snapshot,vote,v7_0x000a,0x000a,2024-02-24T00:00:00.000000,51.76311360294573,space_a
snapshot,vote,v7_0x000b,0x000b,2024-02-24T00:00:00.000000,92.98131785890361,space_a
snapshot,vote,v7_0x000c,0x000c,2024-02-24T00:00:00.000000,7.542167175683399,space_a
snapshot,vote,v7_0x000d,0x000d,2024-02-24T00:00:00.000000,84.29041068162594,space_a
snapshot,vote,v7_0x000e,0x000e,2024-02-24T00:00:00.000000,7.602310867943039,space_a
snapshot,proposal,p7,0x0000,2024-02-24T00:00:00.000000,,space_a
